issue_id,framework,date,short_url,title,prevented_at_compile_time,user_dollar_loss,notes,label
PYAI-007,pydantic-ai,2026-03,#4538,Expose context window size on ModelProfile and usage limits/tokens on RunContext,,,"paper:mf; maintainer_framing + feature_request. MAINTAINER-FILED by @adtyavrdhn Mar 4 2026 -- HIGHEST-CONFIDENCE M-budget-primitive-missing entry in catalog (filed by framework maintainer rather than user). Maintainer proposes adding context_window primitive: '@dataclass(kw_only=True) class ModelProfile: context_window: int | None = None. The model's maximum context window size in tokens, if known. genai-prices already has this data (e.g. 128000 for gpt-4o, 1000000 for claude-sonnet-4-5), so we can auto-populate it.' Worked example for user-side cost-aware decisions in tools: 'if context_window and ctx.usage.input_tokens > context_window * 0.8: # compact, summarize, etc.' PREREQUISITE for PYAI-005 (#4137 First-class Context Compaction API) -- maintainer explicitly notes 'Prerequisite for Feature Request: First-class Context Compaction API'. Complements ContextWindowExceeded exception (#4060). Three years separate earliest 2023 budget-primitive requests (AGPT-001) from this 2026 maintainer-filed re-request; gap between requested mechanism and shipped mechanism has not narrowed at the type level. Sub-mechanism within M-budget-primitive-missing: context-window-not-exposed-as-primitive-maintainer-acknowledges-gap. Maintainer-filed entries cumulative now at n=2 (PYAI-007 + MAST-002 which was filed by Mastra lead maintainer @abhiaiyer91).",mf
OAAS-001,openai-agents,2025-03,#191,Tool Calling Running in Loop Until Max-Turn,,,"paper:bu; AUTO-STALE-CLOSED Oct 26 2025 by github-actions stale-bot at 7 MONTHS but with AGGRESSIVE 7-DAY-INACTIVITY-TO-STALE config (vs typical 30+ days other frameworks): @github-actions Oct 22 2025: ""This issue is stale because it has been open for 7 days with no activity"" -> Oct 26 2025 (3 days later): ""This issue was closed because it has been inactive for 3 days since being marked as stale."" 7-day-stale + 3-day-close = OpenAI Agents has very aggressive auto-stale config (paper-worthy operational signal). Filed Mar 17 2025 by @WSQsGithub originally tagged bug, RE-TAGGED needs-more-info by Collaborator @rm-openai removing bug label. Reporter quotable: ""The agent is calling the one tool I provided for multiple times until the max_turn runs out. And each function calls have different search input parameters."" Concrete SearchAgent setup with tool_choice=required + parallel_tool_calls=False + explicit instruction ""Call your search tools ONLY ONCE"" -- still loops. REPORTER-SELF-DIAGNOSIS SAME-DAY: @WSQsGithub Mar 17 2025 self-bisected to tool_choice=required-causes-runaway-loop. MAINTAINER CONFIRMATION OF FRAMEWORK FOOTGUN: Collaborator @rm-openai Mar 18 2025: ""Yeah, tool choice required can be an unexpected footgun. See PR #203 for something that will help."" Maintainer-explicit-admits-architectural-footgun pattern. MULTI-USER POST-CLOSURE CONFIRMATION (5+ months later): @LaurenceM10 May 5 2025 PAPER-QUOTABLE DILEMMA STATEMENT: ""If tool usage is optional, the agent hallucinates and does not call the right tool. If tool usage is required, the agent enters an infinite loop and exhausts the token budget. I need a reliable way to enforce at least one tool call without triggering the MaxTokens loop."" -- bidirectional-failure-mode-with-no-good-middle-ground at framework architectural level. Sub-mechanism within M-delegation-fanout: tool_choice=required-induces-fanout-loop OR forced-tool-call-without-stop-condition-induces-loop. NEW 6th sub-mechanism for M-delegation-fanout category. Adds OpenAI Agents SDK to M-delegation-fanout cluster as 4th framework. FIRST OPENAI-AGENTS ENTRY establishes 9th framework in catalog. Cross-references PR #203 (architectural fix in flight per maintainer).",bu
OAAS-002,openai-agents,2025-06,#844,Max turns exceeded,,,"paper:bu; AUTO-STALE-CLOSED Jun 27 2025 by github-actions stale-bot at 16 DAYS filing-to-close (aggressive auto-stale config consistent with OAAS-001). Filed Jun 11 2025 by @fitzjalen tagged question. Reporter quotable: ""I am wondering how we could control the agent not to exceed the maximum number of turns. Or, if we encounter this situation, can we give it a strike instruction to provide a FINAL answer based on previous thoughts/tool results?"" REPORTER-SHIPPED-WORKAROUND-THAT-DOES-NOT-WORK: Reporter shows attempted-Hook with dynamic prompt that suffixes ""You have reached the search limit. Please answer now."" + agent.tools.clear() + agent.model_settings = replace(agent.model_settings, tool_choice=none). Reporter quote: ""However, the agent mostly ignores it and encounters an error."" Workaround-attempted-but-framework-resists pattern. MAINTAINER EXPLICIT MISSING-CAPABILITY ADMISSION: Collaborator @rm-openai Jun 16 2025: ""Hmm good question. We do not have anything amazing here right now. Best existing solution is to try-catch the exception, then use RunErrorDetails to issue one final request to an LLM to get a final answer. Would welcome suggestions on a good path forward."" First-party-maintainer-explicit-architectural-gap-admission pattern at n=3 in catalog (parallels ATGN-018 @afourney ""no way to mitigate short of rewriting GroupChat"" + MAST-004 @TylerBarnes ""by design right now unfortunately""). POST-CLOSURE 5-MONTH-LATER FIX: @thomas-lab-openai (OpenAI staff handle) Nov 6 2025 PR #2052 ""fix #844: add resume helpers for MaxTurnsExceeded runs"" -- fix shipped 5 months after stale-close. NEW PATTERN (18th sub-shape): fix-ships-but-issue-stays-closed-as-stale (distinct from fix-shipped-not-released LANG-021 because here the fix did release but original tracking issue was already closed by stale-bot). POST-CLOSURE COMMUNITY ENGAGEMENT: @kawashishu Aug 15 2025 cost-implication observation: ""If you do that, you probably will not benefit from Prompt Caching, causes slow performance and increased costs."" -- workaround-has-additional-cost-implications pattern. Workarounds for cost issues themselves cause cost issues -- recursion strengthens type-level discipline argument. Sub-mechanism within M-budget-primitive-missing: primitive-as-strict-cliff-throws-exception (max_turns hits -> MaxTurnsExceeded raised -> no graceful-final-output mechanism). DUAL-PATH PROOF FOR M-budget-primitive-missing strict-cliff-without-graceful-degradation variant: PYAI-002 (Pydantic AI tool_calls_limit kill switch) + OAAS-002 (OpenAI Agents SDK max_turns kill switch) = 2 frameworks confirm SAME architectural pattern in same batch. Adds OpenAI Agents SDK to M-budget-primitive-missing cluster.",bu
LANG-030,langchain,2025-03,#30429,core: incorrect token count (usage_metadata) in streaming mode,,,"paper:bu with EXACT-SOURCE-LINE-TRACED 11-MONTH-LATER-FIX evidence. OPEN at fetch (fix-shipped-but-issue-not-closed pattern). Filed Mar 22 2025 by @andrePankraz tagged investigate + bug + core. Reporter quotable: ""The aggregated token usage is totally wrong and much to high."" CONCRETE MECHANISM: streaming with vLLM/Qwen/OpenAI-compatible providers returns usage_metadata PER TOKEN (input_tokens=713 every chunk, output_tokens=1), langchain_core.messages.ai.add_ai_message_chunks calls add_usage to sum across chunks producing input_tokens * count(tokens) inflation. Reporter cites EXACT source-lines: libs/core/langchain_core/messages/ai.py Line 406 + libs/partners/openai/langchain_openai/chat_models/base.py Line 2805 _create_usage_metadata. MINIMAL REPRO POSTED Mar 23 2025: Reporter shows AsyncCallbackHandler.on_llm_end captures inflated final aggregate -- final usage_metadata={input_tokens=455, output_tokens=22, total_tokens=477} when real values are 35/11/46 -- 13x input inflation, 2x output inflation. CONTROLLED-COMPARISON EVIDENCE: @le-codeur-rapide cannot reproduce with vanilla OpenAI gpt-4o (because OpenAI native API only sends usage_metadata once at end, not per token). Reporter Mar 25 explicitly clarifies: ""I use VLLM Inference Server with OpenAI API."" MAINTAINER ADMIN-WORK-ONLY 5+ MONTHS: @mdrxy Sep 10 2025 title rename, Sep 11 2025 title rename, Nov 14 2025 added core label, Jan 23 2026 added external label -- all admin work NO substantive engagement. NEW SUB-SHAPE: maintainer-admin-work-without-substantive-engagement. FIX-SHIPPED 11.5 MONTHS LATER: @antonio-mello-ai Mar 4 2026 PR #35545 commit ca669b8 + commit e82104a same day. ISSUE STILL OPEN AT FETCH despite fix-commit. NEW closure sub-shape (19th in taxonomy): fix-shipped-but-issue-not-closed (parallels LANG-021 closure-by-merge-not-released but inverse -- code merged, issue not updated). Sub-mechanism within M-cost-observability: streaming-mode-aggregation-arithmetic-inflates-by-token-count -- 5th sub-mechanism for M-cost-observability category.",bu
LANG-031,langchain,2023-08,#9535,Regression in structured_chat agent Output parser,,,"paper:bu with GOLD-STANDARD EXACT-INTRODUCING-PR archaeological evidence. AUTO-STALE-CLOSED Nov 27 2023 by @dosubot (3 months filing-to-close). Filed Aug 21 2023 by @Und3rf10w tagged area: agent + bug. STRONGEST ARCHAEOLOGY IN CATALOG (surpasses LANG-027 53ac1eb commit reference and CRAI-011 efe27bd commit reference): Reporter quotable from issue body: ""This regression affects Langchain >=0.0.262. This regression was introduced with #8965."" Reporter pinpoints THREE archaeological data points: (a) exact version-affected-from (>=0.0.262); (b) exact introducing-PR (#8965); (c) exact mechanism (structured_chat agent output parser fails when tool action_input contains backticks or embedded JSON). Concrete mechanism quote: ""If an agent output to input to a tool (e.g. to generate an AgentAction) contains either backticks (such as to represent a code block with triple-tick), or embedded JSON (such as a structured JSON string in the action_input key), then the output parsing will fail."" Reporter proposes pattern fix using regex with re.DOTALL flag. DOSUBOT-DEFLECTION-PATTERN (n=4 in catalog): Dosubot bot Aug 21 cited tangentially-related PRs #9460 + #8357 + #8965 as similar-issues, suggested 3 generic workarounds (control-character stripping, json.loads parsing, handle_parsing_errors flag) -- NONE address the introducing-PR regex-greedy-matching root cause. Reporter never engaged after dosubot. Auto-stale-bot closed 3 months later. NEW PATTERN: stale-bot-closes-issues-with-exact-introducing-PR-identified -- even when reporter has done framework archaeology themselves, auto-stale-bot still closes. THREE DISTINCT ARCHAEOLOGICAL RESOLUTION FORMS NOW IN CATALOG: (a) commit-only (CRAI-011 efe27bd); (b) commit-and-PR (LANG-027 53ac1eb + #19420); (c) PR-only (LANG-031 #8965). Each carries different evidentiary weight. Adds to fix-pattern typology silent-regression family.",bu
LANG-032,langchain,2024-06,#22636,langchain-openai - max_tokens - 2 confirmed bugs,,,"paper:bu with TWO-DISTINCT-REGRESSIONS-IN-ONE-ISSUE pattern + DOCS-IMPLEMENTATION-MISMATCH. Filed Jun 7 2024 by @ventz tagged plug:openai + bug. Closed Jun 7 2024 SAME DAY by Contributor @efriis as completed citing @keenborder786 explanation. TWO INDEPENDENT REGRESSIONS DOCUMENTED IN BODY: REGRESSION 1 -- ChatOpenAI max_tokens parameter does not account for prompt tokens. Reporter setup: gpt-4 (8192 context) with max_tokens=8192 fails (HTTP 400 context_length_exceeded ""8225 tokens (33 in messages, 8192 in completion)""), but max_tokens=100 works correctly. Reporter quotable analysis: ""It seems to me that the proper functionality in this case would be to subtract the user prompt (messages) from the max_tokens, and updating the max_tokens accordingly. Essentially, max_tokens is being invalidated due to the shared context of the user prompt."" REGRESSION 2 -- max_tokens=-1 documented as ""returns as many tokens as possible given the prompt and the models maximal context size"" but ChatOpenAI rejects with HTTP 400. Reporter ATTACHED screenshot of langchain docs at api.python.langchain.com showing -1 documented behavior. MAINTAINER-DEFLECTION-FROM-DOCS-CONTRADICTION: Contributor @keenborder786 Jun 7 2024: ""the langchain documentation does not state anywhere that it does allow this"" -- directly contradicts reporter screenshot. @keenborder786 partial-explanation: ""By default, OpenAI reserves 32 tokens for messages titles... For GPT-4, choose a max token count to be any figure less than (8192-32), i.e., 8160."" REPORTER REPRODUCES 8160-ALSO-FAILS COUNTEREVIDENCE: ""if I set 8160 with this prompt:... 213 tokens (in messages) + 8160 (completion) = 8373 > 8192 limit."" MAINTAINER-CLOSE-IGNORING-COUNTEREVIDENCE: @efriis Jun 7 closed as completed CITING keenborder786 explanation BEFORE seeing reporter 8160-fails counterevidence. Reporter Jun 11 forced-escalation, then filed separate issue #22778. NEW closure sub-shape (20th in taxonomy): closed-citing-explanation-before-counterevidence-posted. DOCS-IMPLEMENTATION-MISMATCH-PATTERN at n=2: PYAI-001 (Pydantic AI ships broken total_tokens_limit=300 in docs example) + LANG-032. Sub-mechanism within M-budget-primitive-missing: max_tokens-does-not-account-for-prompt -- primitive exists but does not compose correctly with prompt-token accounting. Cross-cluster fit also includes docs-contradicts-implementation pattern.",bu
LANG-033,langchain,2026-01,#34613,Deprecation warning guides users to langchain.agents breaking stream_mode messages token streaming,,,"paper:bu with FUNCTIONAL-REGRESSION-VIA-DEPRECATION-REDIRECT pattern (NEW SUB-SHAPE). OPEN at fetch tagged bug + core + groq + langchain. Filed Jan 6 2026 by @AmazyanAyoub. Reporter quotable: ""Following the deprecation warning effectively breaks production streaming features, downgrading the agent from real-time token streaming to step-based buffering."" CONCRETE MIGRATION-CAUSED-REGRESSION: Reporter uses langgraph.prebuilt.create_react_agent (works with stream_mode=messages token-streaming); IDE Pylance deprecation warning recommends migration to langchain.agents.create_react_agent; migration BREAKS streaming because LangChain legacy create_react_agent ignores stream_mode=messages parameter and buffers entire response. Reporter posted self-contained reproduction showing both behaviors side-by-side: LangGraph variant: ""[SUCCESS] Streamed token by token""; LangChain Legacy variant: ""[FAIL] Did not stream tokens; yielded full steps."" Reporter expected behavior quote: ""1. Ideally, the deprecation warning should not guide users to a legacy module (langchain.agents) that lacks feature parity (streaming) with the modern module (langgraph). 2. Alternatively, langchain.agents should support stream_mode=messages to match the behavior of the code it is replacing."" Reporter explicit framing: ""No crash error. The issue is a functional regression (streaming vs buffering)."" MAINTAINER-DEFLECTION-PATTERN: Contributor @keenborder786 Jan 7 2026: ""I do not understand your case, migrating from langchain_classic to langchain_v1 is a breaking change so user will be aware about this breaking change as well."" -- maintainer dismisses reporter concrete repro showing functional regression with abstract appeal-to-breaking-change-awareness. Reporter Jan 7: ""If you want let us contact and I will show you the problem am talking about"" -- escape-to-personal-contact-channel pattern (user gives up on issue tracker). @mdrxy Jan 23 2026 added external label without further engagement (deflection-via-labeling). NEW closure sub-shape (21st in taxonomy): maintainer-deflection-via-appeal-to-breaking-change-awareness. NEW REGRESSION SUB-SHAPE: deprecation-warning-points-to-broken-replacement. Cost angle: token-streaming-vs-buffering matters because streaming reduces user-facing latency cost AND allows mid-stream token-based budget enforcement; full-response buffering breaks both capabilities. Cross-cluster fit: M-providerOptions-silently-dropped variant (stream_mode=messages parameter silently ignored).",bu
LANG-034,langchain,2026-02,#35059,ChatOpenAI silently drops reasoning_content from OpenAI-compatible providers,,,"paper:bu with CASCADING-FIX-ATTEMPTS-WITHOUT-MERGED-RESOLUTION pattern. Closed Feb 17 2026 by Member @mdrxy as completed via duplicate-reference: ""Closing, please refer to #34328"" -- closure-by-duplicate-reference pattern. Filed Feb 7 2026 by @vivekjainmaiet tagged openai + external + bug. Reporter quotable: ""When using ChatOpenAI to interact with OpenAI-compatible providers (specifically vLLM and DeepSeek) that return reasoning/thought process data, the reasoning_content field is silently dropped. Even though the raw JSON response from the server includes the reasoning_content key (verified via httpx), LangChain internal parsing in the langchain-openai package does not extract this field into the AIMessage object."" Source-line traced to _convert_dict_to_message in langchain_openai base. Reporter explicit user-impact framing: separate Thought Process from Final Answer in UI for create_react_agent with thinking models (DeepSeek-R1, Qwen-Thinking). WORKAROUND-VIA-DIFFERENT-PACKAGE: Reporter explicit: ""The issue is resolved if I switch from ChatOpenAI to ChatDeepSeek from the langchain-deepseek package, which proves the server is sending the data correctly."" escape-to-other-package pattern at n=4 in catalog. MAINTAINER ATTEMPTED-FIX-SUGGESTION: Contributor @keenborder786 Feb 7: extra_body chat_template_kwargs enable_thinking=True -- reporter Feb 7 confirms STILL FAILS. CASCADING-FIX-ATTEMPTS-WITHOUT-MERGED-RESOLUTION (NEW PATTERN): SIX SEPARATE PRs in 3 weeks NONE confirmed merged: (1) @saakshigupta2002 Feb 8 PR #35065 + PR #35067; (2) @kelvinvelasquez-SDE Feb 12 PR #35180; (3) @dotuananh0712 Feb 21 PR #35374; (4) @jackjin1997 Feb 23 PR #35411; (5) @hnustwjj last month langchainjs#10666; (6) @nstung463 last week PR #37065. 6 PRs across 3+ months NONE confirmed merged at fetch -- bug-attracts-many-fix-attempts-but-none-merged sub-pattern (distinct from LANG-022 stuck-open-with-multiple-PRs n=3 because LANG-034 has 6 PRs and closure-by-duplicate-reference). CROSS-ECOSYSTEM CASCADE at n=4+ systems: @Ahmad-Zaaza Mar 6 ag-ui-protocol/ag-ui#1251; @codex4010 last week microsoft/agent-framework#5538; @siglimumuni yesterday swarmclawai/swarmclaw#67 -- 4-system cross-ecosystem confirmation pattern (parallels PYAI-003 4-system Pydantic-AI/Langfuse/Latitude/MLflow cascade). Sub-mechanism within M-providerOptions-silently-dropped: reasoning_content-silently-dropped-from-vLLM-DeepSeek-compatible-providers. PROMOTIONAL-SPAM-PATTERN at n=4: @veeceey Feb 8 comment ""Hidden as spam"" by GitHub auto-moderation -- first auto-hidden-spam instance in catalog. NEW closure-pattern (22nd in taxonomy): closed-by-duplicate-reference -- @mdrxy points to #34328 without confirming any of the 6 fix-PRs merged.",bu
LANG-035,langchain,2024-07,#24107,Maximum Context Length Exceeded Due to Base64-Encoded Image in Prompt,,,"paper:bu with STRONGEST single concrete-amplification-number in catalog. AUTO-STALE-CLOSED Nov 22 2024 by @dosubot bot as not planned (~4.5 months filing-to-close). Filed Jul 11 2024 by @tusharraskar tagged plug:openai (no bug label applied). GOLD-STANDARD CONCRETE AMPLIFICATION EVIDENCE: Reporter shows full BadRequestError: ""Error code: 400 - This model maximum context length is 8192 tokens. However, you requested 254457 tokens (254201 in the messages, 256 in the completion)."" -- SINGLE base64-encoded image -> 254,201 input tokens -> 31x context window overflow on Phi-3-vision-128k-instruct configured with max_model_len=8192. Setup: VLLMOpenAI client + microsoft/Phi-3-vision-128k-instruct via vllm.entrypoints.openai.api_server + base64-encoded PNG screenshot of invoice document. Reporter framework-architectural-mechanism quote: ""The base64-encoded image is being considered part of the prompt, significantly increasing the token count and leading to the context length issue. Even if the model context length were 128k tokens, including a base64-encoded image in the prompt would always exceed the model limit."" Reporter expected-behavior paper-quotable statement: ""The model should process the image without considering the base64 string as part of the prompt token count, thereby avoiding the context length issue."" MULTI-USER CONFIRMATION: @lizaibeim Aug 16 2024 (1 month post-filing): ""same problem there."" POST-CLOSURE 7-MONTH-LATER CONFIRMATION + CROSS-FRAMEWORK-ASYMMETRY: @killian-mahe Feb 3 2025: ""Hi, I have the same problem. When I use the OpenAI SDK, my request works without a context length error, but when I use the Langchain VLLMOpenAI class, I get a maximum length error too."" -- confirms OpenAI-SDK-works-but-LangChain-does-not asymmetry pattern (parallels LANG-034 reasoning_content-silently-dropped and LANG-037 in this batch with same vLLM-asymmetry signature). Three-row pattern at n=3 in catalog: LangChain-only-failure-mode-with-base-SDK-working. Sub-mechanism: M-multimodal-cost-amplification base64-image-treated-as-text-string-tokens. STRONGEST single piece of cost-amplification evidence in catalog (254K input tokens for one image, 31x context overflow). Adds LangChain to M-multimodal-cost-amplification cluster as foundation row. NEW paper category established this batch: M-multimodal-cost-amplification.",bu
LANG-036,langchain,2026-01,#34873,Support approximate token counting for image blocks in langchain-core,,,"paper:fr with REPORTER-SHIPPED-FIX-PR-MERGED-FAST pattern. Filed Jan 25 2026 by @subhashyadavon tagged feature + external + core. CLOSED Jan 27 2026 by Collaborator @ccurme via PR #34883 (2 DAYS filing-to-merge -- ties CRAI-011 as fastest in catalog with different mechanism shape). Reporter cost-impact paper-quotable: ""If the default approximate counter is used, a single base64-encoded image can appear to consume 25,000+ tokens simply because of its string length, causing trim_messages to aggressively discard virtually all other conversation history."" Reporter framework-architectural-mechanism: ""Currently, when count_tokens_approximately encounters a message with a list of content blocks (standard for multimodal models), it falls back to len(repr(message.content)). For messages containing base64-encoded images, this results in counting tens of thousands of characters as if they were text tokens, leading to massive overestimation of the token count."" Reporter user-impact-on-context-management: ""Currently, I have to work around this by either stripping images from my trimming logic or implementing a custom token counter."" Source-line: libs/core/langchain_core/messages/utils.py count_tokens_approximately function. Proposed fix: iterate content blocks, identify image_url blocks, apply fixed 85-token penalty (aligned with OpenAI low-res base penalty) instead of counting characters. REPORTER-SHIPPED-FIX-WITH-VERIFICATION-EVIDENCE: ""I have already implemented this fix in a local fork, verified it with a new test suite handling 100k+ character base64 strings, and ensured zero regressions by running the existing 141 message utility tests. I am ready to submit the PR as soon as this is reviewed."" NEW PATTERN: REPORTER-PREPARED-PR-SUPERSEDED-BY-DRIVE-BY-CONTRIBUTOR. @jiaming2li Jan 26 2026 (1 day post-filing) actually opened PR #34883 -- drive-by contributor shipped fix BEFORE reporter could submit theirs. Reporter prepared-fork was superseded. @ccurme Jan 27 2026 merged. Sub-mechanism: M-multimodal-cost-amplification token-counter-overestimates-via-base64-string-length. DUAL-PATH PROOF for M-multimodal-cost-amplification: LANG-035 (no fix, ~5-month auto-stale-close in 2024) + LANG-036 (2-day fast fix in 2026). 18-MONTH GAP between same-mechanism reports demonstrates mechanism-known-but-unaddressed-until-community-pressure pattern -- the count_tokens_approximately bug existed for entire LANG-035 base64-amplification window (Jul 2024 onward) but only got fixed when (a) reporter framed it as feature-not-bug AND (b) reporter-prepared-PR demonstrated zero-regression on 141 existing tests. Methodology-relevant: framing-and-evidence-quality drives fix outcome, not bug-severity.",fr
LANG-037,langchain,2025-07,#32252,LangChain-OpenAI raises error due to null choices when using vLLM OpenAI-compatible API,,,"paper:bu with EXTREME-CASCADING-FIX-ATTEMPTS pattern (12+ PRs over 7 months NONE merged) + CLOSED-AS-NOT-PLANNED-DESPITE-MASSIVE-COMMUNITY-FIX-EFFORT. Filed Jul 26 2025 by @escon1004 tagged bug. CLOSED Mar 2 2026 by Member @mdrxy as not planned (~7 months filing-to-close) deflecting to umbrella issue: ""Putting this complexity into ChatOpenAI to handle a non-OpenAI provider is not warranted. See #34328."" Reporter shows THREE-WAY COMPARISON: (1) langchain_openai.ChatOpenAI raises TypeError: ""Received response with null value for choices.""; (2) raw requests library works correctly returning full JSON with choices field populated; (3) official openai Python SDK works correctly. Cross-framework asymmetry: same vLLM endpoint, same model, same image, same multimodal payload -- only LangChain fails. STRONGEST controlled-comparison evidence in catalog. Source-line traced to langchain_openai/chat_models/base.py _create_chat_result line 1201. EXTREME-CASCADING-FIX-ATTEMPTS at n=12 PRs over 7 months NONE merged: @20ns Jul 26 2025 + Jul 29 2025 (3 PRs); @KaparthyReddy Oct 24 2025 PR #33662; @nightcityblade Feb 15 2026 PR #35236; @ademicho123 Feb 21 2026 PR #35388; @ddarji1409 Feb 23 2026 PR #35406; @LakshmiSravyaVedantham Feb 26 2026 PR #35444; @senguttuvan Feb 27 2026 PR #35462; @VedantMadane Feb 28 2026; @he-yufeng Mar 2 2026 PR #35498; @Faisalsaificode 2 weeks before fetch PR #36913. STRONGEST cascading-fix-attempts in catalog (12 PRs surpasses LANG-034 6 PRs). @mdrxy Sep 10 2025 added help wanted + investigate labels then closed Mar 2 2026 deflecting to umbrella issue #34328. POST-CLOSURE PR ATTEMPT: @Faisalsaificode 2 weeks before fetch filed PR #36913 -- fix attempts continue AFTER official closure. PROMOTIONAL-SPAM-PATTERN at n=5: @AkibDa Sep 26 2025 had TWO comments Hidden as spam by GitHub auto-moderation. Sub-mechanism: framework-only-failure-mode-versus-base-SDK-and-raw-HTTP-working. CLASSIFICATION CAVEAT: original triage put this in M-providerOptions-silently-dropped, but mechanism may fit better as M-adapter-parsing-failure (response-parsing not parameter-passing). Cross-references LANG-034 (reasoning_content-silent-drop, same closure-by-duplicate-reference to #34328 with overlapping PR cascade). NEW closure-pattern variant (23rd in taxonomy): closed-as-not-planned-citing-non-OpenAI-provider-justification (mdrxy explicit reasoning: non-OpenAI provider is not warranted). Distinct from closed-by-duplicate-reference because closing rationale is scope-declaration not deferral.",bu
ATGN-020,autogen,2024-03,#1838,multimodal multi agent function call,,,"paper:bu with MULTI-MODAL-x-MULTI-AGENT-FANOUT INTERSECTION + MAINTAINER-INTERNAL-CONTRADICTION pattern. RENUMBERED FROM ORIGINAL PASTE (was ""ATGN-013"" but ID collision with existing ATGN-013 #4750; renumbered to next free ATGN-020). Filed Mar 2 2024 by @tomorrmato tagged tool-usage + multimodal. AUTO-STALE-CLOSED Feb 3 2025 by Collaborator @rysweet as not planned (~11 months filing-to-close) with try-newer-version-deflection: ""Hello, would you be open to please trying to repo with AutoGen 0.4.5 or later?"" Reporter setup: GroupChatManager with 3 agents (user_proxy + image_critic + coder) where coder converts python code to image-bytes via function-call to jupyter kernel, image_critic gets gpt-4-vision feedback, loop continues until max_round=12. Each iteration broadcasts image bytes through GroupChatManager history-broadcast mechanism (per ATGN-018 super-linear-history-broadcast). CONCRETE FRAMEWORK ERROR: ""BadRequestError: Error code: 400 - None is not of type object - messages.2.function_call"" -- multi-modal x function-call x multi-agent intersection breaks because GroupChat speaker-selection LLM-call carries entire history including base64 image bytes. ATTEMPTED-FIX-PR-THAT-DID-NOT-WORK: Contributor @BeibinLi Mar 2 2024 self-assigned. Mar 14 2024 BeibinLi opened PR #1926 ""VisionCapability"". Mar 14 reporter @tomorrmato attempted PR #1926 -> reproduces NEW errors (User_proxy gets stuck in USING AUTO REPLY loop with empty messages). MAINTAINER-INTERNAL-CONTRADICTION pattern (NEW): Mar 16 BeibinLi explanation: ""You should NOT provide a llm_config into user_proxy; otherwise, it will not run code for you."" Mar 17 Contributor @sonichi PUBLICLY CONTRADICTS BeibinLi: ""This is not True: You should NOT provide a llm_config into user_proxy; otherwise, it will not run code for you. code execution based reply proceeds llm-based reply."" -- two contributors give opposing advice on same fix to same reporter. NEW PATTERN: maintainer-internal-contradiction (parallels LANG-032 keenborder786-vs-reporter-counterevidence in same area but here two maintainers contradict EACH OTHER publicly). Mar 18 different user @numtqi tries fix -> still hangs in empty-reply loop, confirming neither maintainer advice resolves the issue. ROADMAP REFERENCE: Mar 18 BeibinLi mentions PR #1975 ""[Roadmap] Multimodal Orchestration"" -- promises future-feature-without-delivery-date (parallels MAST-004 closed-as-wontfix-with-promised-future-feature). Promised-future-feature-without-delivery-date now n=2 cross-framework. NEW closure-pattern variant (24th in taxonomy): closed-via-try-newer-version-deflection-without-fix-confirmation. FIRST INTERSECTION ROW IN CATALOG: M-multimodal-cost-amplification x M-delegation-fanout simultaneously triggered. Multi-modal-content-injected-into-each-agent-message-broadcast amplifies super-linear cost growth from ATGN-018. Category-intersection evidence: multiple mechanisms compose multiplicatively rather than additively. Adds AutoGen to M-multimodal-cost-amplification cluster (now LangChain + AutoGen at n=3 with DSPY-003 candidate).",bu
